location_name,location_region,location_country,location_lat,location_lon,location_tz_id,location_localtime_epoch,location_localtime,hour_time_epoch,hour_time,hour_temp_c,hour_temp_f,hour_is_day,hour_condition_text,hour_condition_icon,hour_condition_code,hour_wind_mph,hour_wind_kph,hour_wind_degree,hour_wind_dir,hour_pressure_mb,hour_pressure_in,hour_precip_mm,hour_precip_in,hour_snow_cm,hour_humidity,hour_cloud,hour_feelslike_c,hour_feelslike_f,hour_windchill_c,hour_windchill_f,hour_heatindex_c,hour_heatindex_f,hour_dewpoint_c,hour_dewpoint_f,hour_will_it_rain,hour_chance_of_rain,hour_will_it_snow,hour_chance_of_snow,hour_vis_km,hour_vis_miles,hour_gust_mph,hour_gust_kph,hour_uv,hour_short_rad,hour_diff_rad,hour_dni,hour_gti,hour_aqi_co,hour_aqi_no2,hour_aqi_o3,hour_aqi_so2,hour_aqi_pm2_5,hour_aqi_pm10,hour_aqi_us_epa_index,hour_aqi_gb_defra_index
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780767000,2026-06-06 23:00,31.7,89.0,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,6.0,9.7,241,WSW,1004.0,29.65,0.0,0.0,0.0,41,6,32.6,90.6,31.7,89.0,32.6,90.6,16.7,62.1,0,0,0,0,10.0,6.0,10.1,16.2,0.0,0.0,0.0,0.0,0.0,561.0,17.4,51.0,6.7,36.7,55.2,2.0,4.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780770600,2026-06-07 00:00,31.4,88.6,0,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/night/176.png,1063,3.8,6.1,297,WNW,1004.0,29.66,0.02,0.0,0.0,40,83,32.1,89.8,31.4,88.6,32.1,89.8,16.3,61.3,0,4,0,0,10.0,6.0,6.3,10.1,0.0,0.0,0.0,0.0,0.0,500.0,14.6,54.0,6.1,34.3,53.0,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780774200,2026-06-07 01:00,31.1,87.9,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,2.7,4.3,273,W,1004.0,29.64,0.0,0.0,0.0,41,10,31.6,89.0,31.1,87.9,31.6,89.0,16.1,61.1,0,0,0,0,10.0,6.0,4.5,7.3,0.0,0.0,0.0,0.0,0.0,397.0,10.5,60.0,5.3,33.4,52.3,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780777800,2026-06-07 02:00,31.0,87.8,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,4.9,7.9,258,WSW,1003.0,29.63,0.0,0.0,0.0,40,5,31.4,88.6,31.0,87.8,31.4,88.6,15.8,60.4,0,0,0,0,10.0,6.0,8.6,13.8,0.0,0.0,0.0,0.0,0.0,317.0,7.4,64.0,4.8,33.3,51.8,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780781400,2026-06-07 03:00,30.8,87.5,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,6.7,10.8,271,W,1004.0,29.64,0.0,0.0,0.0,40,6,31.2,88.2,30.8,87.5,31.2,88.2,15.7,60.3,0,0,0,0,10.0,6.0,11.7,18.9,0.0,0.0,0.0,0.0,0.0,291.0,6.5,63.0,4.7,33.3,51.5,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780785000,2026-06-07 04:00,30.5,87.0,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,6.5,10.4,281,WNW,1004.0,29.66,0.0,0.0,0.0,41,7,31.0,87.8,30.5,87.0,31.0,87.8,15.9,60.5,0,0,0,0,10.0,6.0,11.5,18.5,0.0,0.0,0.0,0.0,0.0,287.0,6.6,60.0,4.9,33.3,51.2,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780788600,2026-06-07 05:00,30.3,86.6,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,6.3,10.1,319,NW,1005.0,29.67,0.0,0.0,0.0,42,8,30.8,87.4,30.3,86.6,30.8,87.4,16.0,60.7,0,0,0,0,10.0,6.0,11.0,17.7,0.0,0.0,0.0,0.0,0.0,279.0,6.3,62.0,5.2,32.9,50.6,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780792200,2026-06-07 06:00,31.1,88.0,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,5.6,9.0,309,NW,1005.0,29.68,0.0,0.0,0.0,41,7,31.7,89.1,31.1,88.0,31.7,89.1,16.2,61.2,0,0,0,0,10.0,6.0,8.5,13.7,0.2,39.68,18.35,0.0,17.93,253.0,5.1,72.0,5.8,32.6,50.2,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780795800,2026-06-07 07:00,33.2,91.7,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,9.2,14.8,305,NW,1005.0,29.69,0.0,0.0,0.0,36,8,34.0,93.2,33.2,91.7,34.0,93.2,16.3,61.3,0,0,0,0,10.0,6.0,10.6,17.0,0.9,133.48,37.65,0.0,37.2,222.0,3.6,87.0,6.7,32.9,53.2,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780799400,2026-06-07 08:00,34.7,94.5,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,12.8,20.5,296,WNW,1005.0,29.69,0.0,0.0,0.0,34,7,35.9,96.6,34.7,94.5,35.9,96.6,16.7,62.0,0,0,0,0,10.0,6.0,14.7,23.6,3.1,238.04,50.84,0.0,50.71,196.0,2.3,100.0,7.1,34.3,60.8,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780803000,2026-06-07 09:00,35.7,96.2,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,14.1,22.7,284,WNW,1006.0,29.7,0.0,0.0,0.0,34,4,37.5,99.5,35.7,96.2,37.5,99.5,17.4,63.3,0,0,0,0,10.0,6.0,16.2,26.1,5.8,341.3,60.6,0.0,60.91,177.0,1.5,108.0,6.9,35.3,68.2,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780806600,2026-06-07 10:00,37.0,98.6,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,13.2,21.2,281,WNW,1005.0,29.69,0.0,0.0,0.0,31,4,38.9,102.0,37.0,98.6,38.9,102.0,17.2,63.0,0,0,0,0,10.0,6.0,15.2,24.4,8.6,436.62,68.11,4509.77,1094.86,163.0,1.0,114.0,6.2,34.3,71.7,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780810200,2026-06-07 11:00,38.3,100.9,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,13.0,20.9,284,WNW,1005.0,29.68,0.0,0.0,0.0,28,5,40.1,104.1,38.3,100.9,40.1,104.1,16.7,62.1,0,0,0,0,10.0,6.0,14.9,24.0,10.7,519.44,73.93,1472.18,653.64,154.0,0.7,117.0,5.7,33.2,69.8,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780813800,2026-06-07 12:00,39.3,102.8,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,12.3,19.8,284,WNW,1004.0,29.65,0.0,0.0,0.0,26,7,41.0,105.7,39.3,102.8,41.0,105.7,16.1,61.0,0,0,0,0,10.0,6.0,14.2,22.8,11.1,987.72,105.38,1718.94,1055.82,150.0,0.5,117.0,5.4,33.8,73.3,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780817400,2026-06-07 13:00,40.4,104.7,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,11.2,18.0,285,WNW,1003.0,29.62,0.0,0.0,0.0,23,19,41.6,106.9,40.4,104.7,41.6,106.9,15.2,59.3,0,0,0,0,10.0,6.0,12.9,20.7,6.8,981.98,105.07,1253.76,974.06,151.0,0.5,114.0,5.2,33.2,72.9,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780821000,2026-06-07 14:00,41.0,105.9,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,10.5,16.9,279,W,1002.0,29.59,0.0,0.0,0.0,20,9,41.6,106.9,41.1,105.9,41.6,106.9,13.9,57.0,0,0,0,0,10.0,6.0,12.1,19.5,3.8,954.86,103.82,1003.23,911.61,153.0,0.6,112.0,5.0,32.8,73.8,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780824600,2026-06-07 15:00,41.5,106.7,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,11.0,17.6,280,W,1001.0,29.56,0.0,0.0,0.0,18,6,42.2,107.9,41.5,106.7,42.2,107.9,12.4,54.3,0,0,0,0,10.0,6.0,12.6,20.3,3.3,907.78,101.75,848.65,849.83,152.0,0.3,112.0,4.7,32.5,74.5,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780828200,2026-06-07 16:00,41.0,105.8,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,12.1,19.4,293,WNW,1000.0,29.54,0.0,0.0,0.0,17,5,41.4,106.5,41.0,105.8,41.4,106.5,11.1,52.0,0,0,0,0,10.0,6.0,13.9,22.4,1.6,798.94,110.23,690.81,742.97,152.0,0.1,111.0,4.4,32.2,75.9,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780831800,2026-06-07 17:00,40.8,105.5,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,13.0,20.9,299,WNW,1000.0,29.54,0.0,0.0,0.0,16,4,41.2,106.1,40.8,105.5,41.2,106.1,10.1,50.2,0,0,0,0,10.0,6.0,14.9,24.0,0.6,727.58,103.82,632.2,677.87,165.0,0.9,107.0,4.3,32.9,81.0,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780835400,2026-06-07 18:00,40.1,104.1,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,13.0,20.9,299,WNW,1001.0,29.55,0.0,0.0,0.0,17,4,40.0,104.0,40.1,104.1,40.0,104.0,10.2,50.3,0,0,0,0,10.0,6.0,16.8,27.0,0.1,149.14,47.22,110.84,141.29,204.0,3.4,95.0,4.6,32.4,67.5,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780839000,2026-06-07 19:00,38.7,101.6,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,11.6,18.7,296,WNW,1001.0,29.57,0.0,0.0,0.0,19,5,38.0,100.4,38.7,101.6,38.0,100.4,10.6,51.1,0,0,0,0,10.0,6.0,17.6,28.4,0.0,0.0,0.0,0.0,0.0,256.0,7.0,79.0,5.2,35.4,70.5,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780842600,2026-06-07 20:00,37.9,100.2,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,13.2,21.2,298,WNW,1002.0,29.58,0.0,0.0,0.0,21,5,37.1,98.7,37.9,100.2,37.1,98.7,11.5,52.8,0,0,0,0,10.0,6.0,19.8,31.9,0.0,0.0,0.0,0.0,0.0,297.0,10.6,65.0,5.8,37.5,70.8,2.0,4.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780846200,2026-06-07 21:00,37.2,98.9,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,13.6,22.0,300,WNW,1002.0,29.6,0.0,0.0,0.0,22,4,36.6,97.8,37.2,98.9,36.6,97.8,12.1,53.8,0,0,0,0,10.0,6.0,20.5,33.0,0.0,0.0,0.0,0.0,0.0,320.0,14.9,54.0,6.6,40.9,75.0,3.0,4.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780849800,2026-06-07 22:00,36.5,97.7,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,12.8,20.5,300,WNW,1003.0,29.61,0.0,0.0,0.0,24,2,36.0,96.9,36.5,97.7,36.0,96.9,12.8,55.0,0,0,0,0,10.0,6.0,19.4,31.2,0.0,0.0,0.0,0.0,0.0,332.0,19.3,45.0,7.4,44.7,80.8,3.0,5.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780853400,2026-06-07 23:00,35.9,96.6,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,12.3,19.8,294,WNW,1002.0,29.6,0.0,0.0,0.0,26,2,35.7,96.3,35.9,96.6,35.7,96.3,13.6,56.4,0,0,0,0,10.0,6.0,18.3,29.5,0.0,0.0,0.0,0.0,0.0,332.0,21.0,42.0,7.6,45.9,80.8,3.0,5.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780857000,2026-06-08 00:00,35.2,95.4,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,10.1,16.2,292,WNW,1002.0,29.6,0.0,0.0,0.0,28,2,35.1,95.3,35.2,95.4,35.1,95.3,13.9,57.0,0,0,0,0,10.0,6.0,15.5,24.9,0.0,0.0,0.0,0.0,0.0,314.0,17.7,48.0,6.8,37.8,64.5,2.0,4.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780860600,2026-06-08 01:00,34.7,94.4,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,8.1,13.0,310,NW,1002.0,29.59,0.0,0.0,0.0,29,2,34.6,94.3,34.7,94.4,34.6,94.3,14.1,57.4,0,0,0,0,10.0,6.0,12.0,19.3,0.0,0.0,0.0,0.0,0.0,284.0,11.6,59.0,5.4,34.1,61.0,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780864200,2026-06-08 02:00,34.0,93.2,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,11.0,17.6,301,WNW,1002.0,29.6,0.0,0.0,0.0,31,3,34.1,93.5,34.0,93.2,34.1,93.5,14.6,58.3,0,0,0,0,10.0,6.0,15.5,24.9,0.0,0.0,0.0,0.0,0.0,258.0,7.3,66.0,4.4,33.5,61.9,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780867800,2026-06-08 03:00,32.8,91.0,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,14.3,23.0,299,WNW,1002.0,29.6,0.0,0.0,0.0,37,4,33.4,92.2,32.8,91.0,33.4,92.2,16.0,60.8,0,0,0,0,10.0,6.0,19.7,31.7,0.0,0.0,0.0,0.0,0.0,243.0,6.9,62.0,4.1,33.9,61.0,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780871400,2026-06-08 04:00,31.7,89.0,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,13.6,22.0,300,WNW,1003.0,29.61,0.0,0.0,0.0,43,4,32.9,91.2,31.7,89.0,32.9,91.2,17.5,63.4,0,0,0,0,10.0,6.0,18.7,30.2,0.0,0.0,0.0,0.0,0.0,232.0,8.2,54.0,4.2,33.8,58.6,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780875000,2026-06-08 05:00,30.7,87.3,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,12.1,19.4,289,WNW,1003.0,29.63,0.0,0.0,0.0,48,4,32.4,90.3,30.8,87.4,32.4,90.3,18.6,65.4,0,0,0,0,10.0,6.0,16.5,26.5,0.0,0.0,0.0,0.0,0.0,227.0,8.7,52.0,4.6,33.3,54.8,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780878600,2026-06-08 06:00,30.7,87.2,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,12.3,19.8,256,WSW,1004.0,29.65,0.0,0.0,0.0,50,3,32.5,90.5,30.7,87.2,32.5,90.5,19.0,66.3,0,0,0,0,10.0,6.0,15.4,24.7,0.3,40.54,18.12,0.0,17.71,234.0,7.2,63.0,5.5,32.2,49.6,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780882200,2026-06-08 07:00,31.4,88.5,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,14.1,22.7,257,WSW,1005.0,29.67,0.0,0.0,0.0,48,3,33.4,92.2,31.4,88.5,33.4,92.2,19.1,66.4,0,0,0,0,10.0,6.0,16.2,26.1,1.2,134.18,37.57,0.0,37.13,247.0,4.9,80.0,6.8,31.2,49.6,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780885800,2026-06-08 08:00,32.9,91.2,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,13.6,22.0,258,WSW,1005.0,29.68,0.0,0.0,0.0,44,3,35.2,95.3,32.9,91.2,35.2,95.3,19.0,66.2,0,0,0,0,10.0,6.0,15.7,25.3,3.2,238.38,50.95,0.0,50.82,248.0,3.0,95.0,7.6,30.4,52.9,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780889400,2026-06-08 09:00,34.7,94.4,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,12.8,20.5,266,W,1005.0,29.67,0.0,0.0,0.0,39,3,37.1,98.7,34.7,94.4,37.1,98.7,18.6,65.5,0,0,0,0,10.0,6.0,14.7,23.6,6.0,341.66,60.77,0.0,61.08,225.0,2.0,103.0,7.6,29.8,56.0,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780893000,2026-06-08 10:00,36.5,97.8,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,12.3,19.8,270,W,1004.0,29.66,0.0,0.0,0.0,34,3,38.9,102.0,36.6,97.8,38.9,102.0,18.0,64.4,0,0,0,0,10.0,6.0,14.2,22.8,9.0,437.1,68.26,4517.02,1099.37,191.0,1.3,109.0,7.2,29.0,58.1,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780896600,2026-06-08 11:00,38.4,101.1,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,11.6,18.7,274,W,1004.0,29.64,0.0,0.0,0.0,29,5,40.5,104.8,38.4,101.1,40.5,104.8,17.1,62.8,0,0,0,0,10.0,6.0,13.4,21.5,11.1,520.08,74.02,1474.98,655.55,165.0,0.9,112.0,6.8,28.8,60.3,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780900200,2026-06-08 12:00,39.7,103.5,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,11.6,18.7,276,W,1002.0,29.6,0.0,0.0,0.0,25,4,41.4,106.5,39.7,103.5,41.4,106.5,16.1,61.0,0,0,0,0,10.0,6.0,13.4,21.5,11.3,989.56,104.86,1724.49,1059.13,157.0,0.7,113.0,6.4,28.5,61.5,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780903800,2026-06-08 13:00,40.7,105.3,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,11.6,18.7,276,W,1001.0,29.57,0.0,0.0,0.0,22,13,41.8,107.2,40.7,105.3,41.8,107.2,14.8,58.7,0,0,0,0,10.0,6.0,13.4,21.5,10.2,984.16,104.51,1258.25,977.14,159.0,0.7,112.0,5.9,28.6,63.3,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780907400,2026-06-08 14:00,41.2,106.2,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,11.9,19.1,276,W,1000.0,29.54,0.0,0.0,0.0,20,9,41.8,107.2,41.2,106.2,41.8,107.2,13.5,56.4,0,0,0,0,10.0,6.0,13.6,22.0,7.8,957.24,103.14,1007.19,914.56,162.0,0.7,111.0,5.5,29.4,67.5,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780911000,2026-06-08 15:00,41.1,106.0,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,12.3,19.8,281,WNW,999.0,29.51,0.0,0.0,0.0,19,7,41.6,106.9,41.1,106.1,41.6,106.9,12.6,54.6,0,0,0,0,10.0,6.0,14.2,22.8,4.8,852.76,117.93,773.85,799.63,158.0,0.3,112.0,5.1,30.0,71.5,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780914600,2026-06-08 16:00,41.1,106.0,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,11.2,18.0,288,WNW,999.0,29.5,0.0,0.0,0.0,18,6,41.6,106.9,41.1,106.0,41.6,106.9,11.9,53.5,0,0,0,0,10.0,6.0,12.9,20.7,2.3,776.98,126.86,652.13,723.82,157.0,0.0,113.0,4.7,30.6,75.4,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780918200,2026-06-08 17:00,40.6,105.2,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,12.5,20.2,292,WNW,999.0,29.5,0.0,0.0,0.0,18,5,40.9,105.6,40.7,105.2,40.9,105.6,11.3,52.4,0,0,0,0,10.0,6.0,14.4,23.2,0.8,677.82,121.31,563.96,632.88,177.0,1.1,109.0,4.7,31.7,80.6,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780921800,2026-06-08 18:00,40.0,104.0,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,13.2,21.2,299,WNW,999.0,29.5,0.0,0.0,0.0,17,5,39.9,103.8,40.0,104.0,39.9,103.8,10.6,51.1,0,0,0,0,10.0,6.0,16.9,27.3,0.1,67.46,26.78,44.23,64.09,240.0,4.9,98.0,5.5,31.8,69.2,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780925400,2026-06-08 19:00,38.9,102.0,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,12.5,20.2,300,WNW,1000.0,29.52,0.0,0.0,0.0,18,4,38.3,100.9,38.9,102.0,38.3,100.9,10.1,50.3,0,0,0,0,10.0,6.0,18.0,29.0,0.0,0.0,0.0,0.0,0.0,325.0,10.2,83.0,6.6,35.2,73.3,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780929000,2026-06-08 20:00,37.8,100.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,13.2,21.2,299,WNW,1000.0,29.53,0.0,0.0,0.0,19,4,36.9,98.3,37.9,100.1,36.9,98.3,10.6,51.0,0,0,0,0,10.0,6.0,19.7,31.8,0.0,0.0,0.0,0.0,0.0,386.0,14.4,69.0,7.4,39.3,78.2,2.0,4.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780932600,2026-06-08 21:00,37.0,98.6,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,14.5,23.4,296,WNW,1000.0,29.54,0.0,0.0,0.0,21,4,35.9,96.7,37.0,98.6,35.9,96.7,10.9,51.7,0,0,0,0,10.0,6.0,21.5,34.7,0.0,0.0,0.0,0.0,0.0,407.0,16.7,59.0,7.6,42.5,80.3,3.0,5.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780936200,2026-06-08 22:00,36.1,97.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,14.3,23.0,289,WNW,1001.0,29.56,0.0,0.0,0.0,22,4,35.1,95.2,36.1,97.1,35.1,95.2,11.2,52.2,0,0,0,0,10.0,6.0,21.0,33.8,0.0,0.0,0.0,0.0,0.0,404.0,17.9,50.0,7.4,43.7,75.7,3.0,5.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780939800,2026-06-08 23:00,35.3,95.5,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,15.2,24.5,283,WNW,1001.0,29.56,0.0,0.0,0.0,25,4,34.5,94.0,35.3,95.5,34.5,94.0,12.0,53.6,0,0,0,0,10.0,6.0,22.5,36.2,0.0,0.0,0.0,0.0,0.0,386.0,17.7,45.0,7.0,40.0,64.7,2.0,4.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780943400,2026-06-09 00:00,34.4,93.9,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,15.9,25.6,284,WNW,1001.0,29.55,0.0,0.0,0.0,28,4,34.0,93.2,34.4,93.8,34.0,93.2,13.3,56.0,0,0,0,0,10.0,6.0,23.1,37.2,0.0,0.0,0.0,0.0,0.0,346.0,15.3,46.0,6.4,36.1,56.7,2.0,4.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780947000,2026-06-09 01:00,33.5,92.2,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,15.4,24.8,285,WNW,1000.0,29.54,0.0,0.0,0.0,31,4,33.3,92.0,33.5,92.2,33.3,92.0,14.1,57.3,0,0,0,0,10.0,6.0,22.9,36.8,0.0,0.0,0.0,0.0,0.0,289.0,11.5,50.0,5.5,33.5,51.1,2.0,3.0
Bhopal,Madhya Pradesh,India,23.2667,77.4,Asia/Kolkata,1780755532,2026-06-06 19:48,1780950600,2026-06-09 02:00,32.4,90.4,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1000,19.2,31.0,286,WNW,1000.0,29.54,0.0,0.0,0.0,36,4,32.8,91.1,32.4,90.4,32.8,91.1,15.5,60.0,0,0,0,0,10.0,6.0,26.3,42.3,0.0,0.0,0.0,0.0,0.0,243.0,8.4,56.0,5.0,31.2,47.0,2.0,3.0
